,Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,FIPS,Admin2
35067,South Dakota,US,1.0,0.0,0.0,0.0,43.20660134,-98.58856175,46023.0,Charles Mix
35068,South Carolina,US,123.0,1.0,0.0,0.0,32.82487866,-79.96512315,45019.0,Charleston
35069,Michigan,US,4.0,0.0,0.0,0.0,45.37790017,-85.19614053,26029.0,Charlevoix
35070,Florida,US,18.0,0.0,0.0,0.0,26.90131002,-81.92949121,12015.0,Charlotte
35071,Virginia,US,0.0,0.0,0.0,0.0,37.01909701,-78.66314092,51037.0,Charlotte
35072,Virginia,US,13.0,0.0,0.0,0.0,38.03527919,-78.48569588,51540.0,Charlottesville
35073,Georgia,US,1.0,0.0,0.0,0.0,30.78371028,-82.13951596,13049.0,Charlton
35074,Kansas,US,0.0,0.0,0.0,0.0,38.30292938,-96.59563862,20017.0,Chase
35075,Nebraska,US,0.0,0.0,0.0,0.0,40.5237198,-101.6978026,31029.0,Chase
35076,Georgia,US,16.0,0.0,0.0,0.0,32.00043026,-81.12489526,13051.0,Chatham
35077,North Carolina,US,14.0,0.0,0.0,0.0,35.70394416,-79.25541492,37037.0,Chatham
35078,Georgia,US,1.0,0.0,0.0,0.0,32.34341231,-84.78809239,13053.0,Chattahoochee
35079,Georgia,US,1.0,0.0,0.0,0.0,34.47197698,-85.34535662,13055.0,Chattooga
35080,Kansas,US,0.0,0.0,0.0,0.0,37.14994405,-96.2454192,20019.0,Chautauqua
35081,New York,US,7.0,0.0,0.0,0.0,42.22769210000001,-79.36691763,36013.0,Chautauqua
35082,New Mexico,US,8.0,0.0,0.0,0.0,33.36406072,-104.4665365,35005.0,Chaves
35083,Tennessee,US,8.0,0.0,0.0,0.0,36.26136216,-87.08903581,47021.0,Cheatham
35084,Michigan,US,1.0,0.0,0.0,0.0,45.44787015,-84.50122149,26031.0,Cheboygan
35085,Washington,US,14.0,1.0,0.0,0.0,47.87046092,-120.6173956,53007.0,Chelan
35086,New York,US,15.0,0.0,0.0,0.0,42.13891056,-76.7638805,36015.0,Chemung
35087,New York,US,17.0,0.0,0.0,0.0,42.49430041,-75.60887553,36017.0,Chenango
35088,Alabama,US,2.0,0.0,0.0,0.0,34.17805983,-85.60638968,1019.0,Cherokee
35089,Georgia,US,61.0,1.0,0.0,0.0,34.24393976,-84.47431861,13057.0,Cherokee
35090,Iowa,US,0.0,0.0,0.0,0.0,42.73538914,-95.62389402,19035.0,Cherokee
35091,Kansas,US,2.0,0.0,0.0,0.0,37.16928494,-94.8462897,20021.0,Cherokee
35092,North Carolina,US,7.0,0.0,0.0,0.0,35.1349263,-84.05970864,37039.0,Cherokee
35093,Oklahoma,US,1.0,0.0,0.0,0.0,35.90692775,-94.99980896,40021.0,Cherokee
35094,South Carolina,US,0.0,0.0,0.0,0.0,35.05122251,-81.61828622,45021.0,Cherokee
35095,Texas,US,1.0,0.0,0.0,0.0,31.837258,-95.16559897,48073.0,Cherokee
35096,Nebraska,US,0.0,0.0,0.0,0.0,42.54502621,-101.1244332,31031.0,Cherry
35097,Virginia,US,18.0,0.0,0.0,0.0,36.67670048,-76.30545744,51550.0,Chesapeake
35098,New Hampshire,US,3.0,0.0,0.0,0.0,42.92015988,-72.25311043,33005.0,Cheshire
35099,Pennsylvania,US,146.0,0.0,0.0,0.0,39.97291773,-75.74768357,42029.0,Chester
35100,South Carolina,US,2.0,0.0,0.0,0.0,34.69249168,-81.1583216,45023.0,Chester
35101,Tennessee,US,2.0,0.0,0.0,0.0,35.42527478,-88.6095842,47023.0,Chester
35102,South Carolina,US,6.0,0.0,0.0,0.0,34.64137396,-80.15640140000002,45025.0,Chesterfield
35103,Virginia,US,21.0,0.0,0.0,0.0,37.37373208,-77.58680140000001,51041.0,Chesterfield
35104,Colorado,US,0.0,0.0,0.0,0.0,38.82777431,-102.6032558,8017.0,Cheyenne
35105,Kansas,US,0.0,0.0,0.0,0.0,39.78580976,-101.7318201,20023.0,Cheyenne
35106,Nebraska,US,0.0,0.0,0.0,0.0,41.21999357,-102.9941693,31033.0,Cheyenne
35107,Iowa,US,0.0,0.0,0.0,0.0,43.06001295,-92.31773347,19037.0,Chickasaw
35108,Mississippi,US,10.0,0.0,0.0,0.0,33.91983202,-88.9481545,28017.0,Chickasaw
35109,Arkansas,US,1.0,0.0,0.0,0.0,33.26458973,-91.29539209,5017.0,Chicot
35110,Texas,US,0.0,0.0,0.0,0.0,34.529304100000004,-100.2077916,48075.0,Childress
35111,Alabama,US,10.0,0.0,0.0,0.0,32.85044126,-86.7173256,1021.0,Chilton
35112,Michigan,US,0.0,0.0,0.0,0.0,46.29552653,-84.54353449,26033.0,Chippewa
35113,Minnesota,US,0.0,0.0,0.0,0.0,45.02343421,-95.56403693,27023.0,Chippewa
35114,Wisconsin,US,7.0,0.0,0.0,0.0,45.06939744,-91.28068855,55017.0,Chippewa
35115,Minnesota,US,3.0,0.0,0.0,0.0,45.5021011,-92.90861945,27025.0,Chisago
35116,Vermont,US,117.0,4.0,0.0,0.0,44.46322849,-73.08359212,50007.0,Chittenden
35117,Alabama,US,2.0,0.0,0.0,0.0,32.02227341,-88.26564429999998,1023.0,Choctaw
35118,Mississippi,US,5.0,0.0,0.0,0.0,33.34598242,-89.24809382,28019.0,Choctaw
35119,Oklahoma,US,1.0,0.0,0.0,0.0,34.02807439,-95.54771129,40023.0,Choctaw
35120,Montana,US,0.0,0.0,0.0,0.0,47.88084126,-110.4353362,30015.0,Chouteau
35121,North Carolina,US,0.0,0.0,0.0,0.0,36.12908077,-76.60118385,37041.0,Chowan
35122,Illinois,US,12.0,0.0,0.0,0.0,39.54581621,-89.27780482,17021.0,Christian
35123,Kentucky,US,6.0,0.0,0.0,0.0,36.89267803,-87.49055367,21047.0,Christian
35124,Missouri,US,12.0,0.0,0.0,0.0,36.9711783,-93.18537118,29043.0,Christian
35125,Nevada,US,0.0,0.0,0.0,0.0,39.58105744,-118.3394607,32001.0,Churchill
35126,New Mexico,US,2.0,0.0,0.0,0.0,34.91131525,-107.998876,35006.0,Cibola
35127,Oklahoma,US,0.0,0.0,0.0,0.0,36.74817177,-102.5173885,40025.0,Cimarron
35128,Florida,US,17.0,1.0,0.0,0.0,28.84804315,-82.47614748,12017.0,Citrus
35129,Oregon,US,40.0,3.0,0.0,0.0,45.18787398,-122.2179634,41005.0,Clackamas
35130,Louisiana,US,4.0,0.0,0.0,0.0,32.82308512,-92.99526883,22027.0,Claiborne
35131,Mississippi,US,1.0,0.0,0.0,0.0,31.97061673,-90.90702196,28021.0,Claiborne
35132,Tennessee,US,2.0,0.0,0.0,0.0,36.48319149,-83.65947309,47025.0,Claiborne
35133,Washington,US,6.0,0.0,0.0,0.0,48.04754642,-123.9226319,53009.0,Clallam
35134,Michigan,US,1.0,0.0,0.0,0.0,43.98794227,-84.84819859999998,26035.0,Clare
35135,South Carolina,US,18.0,1.0,0.0,0.0,33.66610974,-80.21647898,45027.0,Clarendon
35136,Pennsylvania,US,1.0,0.0,0.0,0.0,41.19265812,-79.42413524,42031.0,Clarion
35137,Arkansas,US,21.0,0.0,0.0,0.0,34.04613432,-93.17484713,5019.0,Clark
35138,Idaho,US,0.0,0.0,0.0,0.0,44.28496071,-112.3505704,16033.0,Clark
35139,Illinois,US,1.0,0.0,0.0,0.0,39.33425789,-87.78705622,17023.0,Clark
35140,Indiana,US,27.0,0.0,0.0,0.0,38.48015445,-85.70510334,18019.0,Clark
35141,Kansas,US,0.0,0.0,0.0,0.0,37.23577007,-99.81883015,20025.0,Clark
35142,Kentucky,US,6.0,0.0,0.0,0.0,37.9689263,-84.14615986,21049.0,Clark
35143,Missouri,US,0.0,0.0,0.0,0.0,40.41040752,-91.73661677,29045.0,Clark
35144,Nevada,US,753.0,14.0,0.0,0.0,36.21458855,-115.0130241,32003.0,Clark
35145,Ohio,US,6.0,0.0,0.0,0.0,39.91592258,-83.78498252,39023.0,Clark
35146,South Dakota,US,1.0,0.0,0.0,0.0,44.85834507,-97.72925109,46025.0,Clark
35147,Washington,US,90.0,6.0,0.0,0.0,45.77568046,-122.4829204,53011.0,Clark
35148,Wisconsin,US,3.0,0.0,0.0,0.0,44.73483377,-90.61207486,55019.0,Clark
35149,Alabama,US,0.0,0.0,0.0,0.0,31.68099859,-87.83548597,1025.0,Clarke
35150,Georgia,US,41.0,5.0,0.0,0.0,33.95436462,-83.37124007,13059.0,Clarke
35151,Iowa,US,0.0,0.0,0.0,0.0,41.02868181,-93.78499767,19039.0,Clarke
35152,Mississippi,US,1.0,0.0,0.0,0.0,32.04158545,-88.68896219999998,28023.0,Clarke
35153,Virginia,US,0.0,0.0,0.0,0.0,39.11271747,-77.99199425,51043.0,Clarke
35154,Oregon,US,3.0,0.0,0.0,0.0,45.99712889,-123.660711,41007.0,Clatsop
35155,Alabama,US,2.0,0.0,0.0,0.0,33.26984193,-85.85836077,1027.0,Clay
35156,Arkansas,US,0.0,0.0,0.0,0.0,36.36826212,-90.4148172,5021.0,Clay
35157,Florida,US,35.0,4.0,0.0,0.0,29.98319144,-81.85609986,12019.0,Clay
35158,Georgia,US,0.0,0.0,0.0,0.0,31.62221166,-84.97713865,13061.0,Clay
35159,Illinois,US,0.0,0.0,0.0,0.0,38.75388572,-88.48914513,17025.0,Clay
35160,Indiana,US,1.0,0.0,0.0,0.0,39.39561833,-87.11723506,18021.0,Clay
35161,Iowa,US,0.0,0.0,0.0,0.0,43.08247182,-95.15096481,19041.0,Clay
35162,Kansas,US,1.0,0.0,0.0,0.0,39.34948772,-97.16518128,20027.0,Clay
35163,Kentucky,US,0.0,0.0,0.0,0.0,37.16451126,-83.712575,21051.0,Clay
35164,Minnesota,US,4.0,0.0,0.0,0.0,46.89289518,-96.48761922,27027.0,Clay
35165,Mississippi,US,2.0,0.0,0.0,0.0,33.65358105,-88.77784255,28025.0,Clay
35166,Missouri,US,13.0,0.0,0.0,0.0,39.31132056,-94.41850862,29047.0,Clay
35167,Nebraska,US,0.0,0.0,0.0,0.0,40.52439441,-98.05126296,31035.0,Clay
35168,North Carolina,US,0.0,0.0,0.0,0.0,35.05704275,-83.74353633,37043.0,Clay
35169,South Dakota,US,3.0,0.0,0.0,0.0,42.91296147,-96.97656917,46027.0,Clay
35170,Tennessee,US,0.0,0.0,0.0,0.0,36.55151008,-85.53930419,47027.0,Clay
35171,Texas,US,0.0,0.0,0.0,0.0,33.78686685,-98.20771198,48077.0,Clay
35172,West Virginia,US,0.0,0.0,0.0,0.0,38.46231092,-81.07652217,54015.0,Clay
35173,Georgia,US,61.0,1.0,0.0,0.0,33.54187245,-84.35594188,13063.0,Clayton
35174,Iowa,US,1.0,0.0,0.0,0.0,42.84443388,-91.34133693,19043.0,Clayton
35175,Colorado,US,3.0,0.0,0.0,0.0,39.68864463,-105.6463118,8019.0,Clear Creek
35176,Pennsylvania,US,4.0,0.0,0.0,0.0,41.00110782,-78.47592663,42033.0,Clearfield
35177,Idaho,US,0.0,0.0,0.0,0.0,46.67459924,-115.6622393,16035.0,Clearwater
35178,Minnesota,US,2.0,0.0,0.0,0.0,47.57992111,-95.37790562,27029.0,Clearwater
35179,Alabama,US,5.0,0.0,0.0,0.0,33.67679204,-85.52005899,1029.0,Cleburne
35180,Arkansas,US,56.0,1.0,0.0,0.0,35.53864922,-92.02640019,5023.0,Cleburne
35181,Ohio,US,9.0,0.0,0.0,0.0,39.04847534,-84.15375786,39025.0,Clermont
35182,Arkansas,US,5.0,0.0,0.0,0.0,33.89723187,-92.18537045,5025.0,Cleveland
35183,North Carolina,US,7.0,0.0,0.0,0.0,35.33553364,-81.55204486,37045.0,Cleveland
35184,Oklahoma,US,60.0,5.0,0.0,0.0,35.20413532,-97.32519562,40027.0,Cleveland
35185,Georgia,US,1.0,0.0,0.0,0.0,30.91395822,-82.70432472,13065.0,Clinch
35186,Illinois,US,6.0,0.0,0.0,0.0,38.60704876,-89.42385254,17027.0,Clinton
35187,Indiana,US,1.0,0.0,0.0,0.0,40.30319754,-86.47277257,18023.0,Clinton
35188,Iowa,US,2.0,0.0,0.0,0.0,41.89981633,-90.53275096,19045.0,Clinton
35189,Kentucky,US,0.0,0.0,0.0,0.0,36.72581156,-85.13377529,21053.0,Clinton
35190,Michigan,US,19.0,0.0,0.0,0.0,42.94400871,-84.60145248,26037.0,Clinton
35191,Missouri,US,4.0,0.0,0.0,0.0,39.6013098,-94.40465394,29049.0,Clinton
35192,New York,US,17.0,0.0,0.0,0.0,44.74530905,-73.67875352,36019.0,Clinton
35193,Ohio,US,3.0,0.0,0.0,0.0,39.41485808,-83.80852286,39027.0,Clinton
35194,Pennsylvania,US,0.0,0.0,0.0,0.0,41.23255967,-77.63785995,42035.0,Clinton
35195,Kansas,US,0.0,0.0,0.0,0.0,39.48028352,-97.64925343,20029.0,Cloud
35196,Mississippi,US,18.0,0.0,0.0,0.0,34.22772299,-90.60415045,28027.0,Coahoma
35197,Oklahoma,US,0.0,0.0,0.0,0.0,34.58840127,-96.29798747,40029.0,Coal
35198,Georgia,US,245.0,9.0,0.0,0.0,33.94243204,-84.5761255,13067.0,Cobb
35199,Arizona,US,4.0,0.0,0.0,0.0,31.87934684,-109.7516088,4003.0,Cochise
35200,Texas,US,0.0,0.0,0.0,0.0,33.60425307,-102.8284499,48079.0,Cochran
35201,Tennessee,US,1.0,0.0,0.0,0.0,35.9278914,-83.11828725,47029.0,Cocke
35202,Arizona,US,71.0,2.0,0.0,0.0,35.83883429,-111.7707178,4005.0,Coconino
35203,South Dakota,US,5.0,0.0,0.0,0.0,44.97788119,-97.18827677,46029.0,Codington
35204,Alabama,US,0.0,0.0,0.0,0.0,31.39932826,-85.98901039,1031.0,Coffee
35205,Georgia,US,10.0,0.0,0.0,0.0,31.54892966,-82.85492059999999,13069.0,Coffee
35206,Tennessee,US,1.0,0.0,0.0,0.0,35.49090731,-86.07311784,47031.0,Coffee
35207,Kansas,US,10.0,0.0,0.0,0.0,38.2365018,-95.73379515,20031.0,Coffey
35208,Texas,US,0.0,0.0,0.0,0.0,31.88911733,-100.5297533,48081.0,Coke
35209,Alabama,US,4.0,0.0,0.0,0.0,34.69847452,-87.80168544,1033.0,Colbert
35210,Missouri,US,25.0,0.0,0.0,0.0,38.50455671,-92.27860244,29051.0,Cole
35211,Texas,US,0.0,0.0,0.0,0.0,31.76736834,-99.45240766,48083.0,Coleman
35212,Illinois,US,0.0,0.0,0.0,0.0,39.51949084,-88.22358557,17029.0,Coles
35213,Nebraska,US,0.0,0.0,0.0,0.0,41.57486951,-97.0868542,31037.0,Colfax
35214,New Mexico,US,0.0,0.0,0.0,0.0,36.60569702,-104.64726740000002,35007.0,Colfax
35215,South Carolina,US,5.0,0.0,0.0,0.0,32.87582989,-80.67641292,45029.0,Colleton
35216,Florida,US,119.0,1.0,0.0,0.0,26.11091986,-81.34687065,12021.0,Collier
35217,Texas,US,134.0,1.0,0.0,0.0,33.18820114,-96.57264368,48085.0,Collin
35218,Texas,US,0.0,0.0,0.0,0.0,34.96489496,-100.2700111,48087.0,Collingsworth
35219,Virginia,US,0.0,0.0,0.0,0.0,37.26420587,-77.39609676,51570.0,Colonial Heights
35220,Texas,US,0.0,0.0,0.0,0.0,29.622098,-96.5273805,48089.0,Colorado
35221,Georgia,US,6.0,0.0,0.0,0.0,31.18810588,-83.7677946,13071.0,Colquitt
35222,Arkansas,US,1.0,0.0,0.0,0.0,33.21230701,-93.22642793,5027.0,Columbia
35223,Florida,US,3.0,0.0,0.0,0.0,30.22509788,-82.62160164,12023.0,Columbia
35224,Georgia,US,12.0,0.0,0.0,0.0,33.54534185,-82.263524,13073.0,Columbia
35225,New York,US,36.0,1.0,0.0,0.0,42.24819348,-73.63089095,36021.0,Columbia
35226,Oregon,US,1.0,0.0,0.0,0.0,45.94464254,-123.0890898,41009.0,Columbia
35227,Pennsylvania,US,6.0,0.0,0.0,0.0,41.04821986,-76.40565017,42037.0,Columbia
35228,Washington,US,1.0,0.0,0.0,0.0,46.29442881,-117.9051983,53013.0,Columbia
35229,Wisconsin,US,9.0,0.0,0.0,0.0,43.46492199,-89.33589004,55021.0,Columbia
35230,Ohio,US,11.0,2.0,0.0,0.0,40.76932373,-80.78094576,39029.0,Columbiana
35231,North Carolina,US,3.0,0.0,0.0,0.0,34.26744084,-78.65801424,37047.0,Columbus
35232,California,US,1.0,0.0,0.0,0.0,39.17881957,-122.2331726,6011.0,Colusa
35233,Texas,US,11.0,2.0,0.0,0.0,29.80811278,-98.27647225,48091.0,Comal
35234,Kansas,US,0.0,0.0,0.0,0.0,37.19114520000001,-99.27113247,20033.0,Comanche
35235,Oklahoma,US,12.0,0.0,0.0,0.0,34.65973764,-98.47195055,40031.0,Comanche
35236,Texas,US,1.0,0.0,0.0,0.0,31.94854689,-98.55876441,48093.0,Comanche
35237,Texas,US,0.0,0.0,0.0,0.0,31.32635934,-99.86473038,48095.0,Concho
35238,Louisiana,US,0.0,0.0,0.0,0.0,31.44817835,-91.63814433,22029.0,Concordia
35239,Alabama,US,0.0,0.0,0.0,0.0,31.43401703,-86.99320044,1035.0,Conecuh
35240,Colorado,US,0.0,0.0,0.0,0.0,37.201606,-106.19174879999998,8021.0,Conejos
35241,California,US,187.0,3.0,0.0,0.0,37.91923498,-121.9289527,6013.0,Contra Costa
35242,Wyoming,US,1.0,0.0,0.0,0.0,42.97272268,-105.5081848,56009.0,Converse
35243,Arkansas,US,1.0,1.0,0.0,0.0,35.26205537,-92.70506566,5029.0,Conway
35244,Georgia,US,1.0,0.0,0.0,0.0,31.16068491,-83.42947229,13075.0,Cook
35245,Illinois,US,3727.0,44.0,0.0,0.0,41.84144849,-87.81658794,17031.0,Cook
35246,Minnesota,US,0.0,0.0,0.0,0.0,47.90504893,-90.52629546,27031.0,Cook
35247,Texas,US,0.0,0.0,0.0,0.0,33.63979567,-97.21240912,48097.0,Cooke
35248,Missouri,US,1.0,0.0,0.0,0.0,38.844478,-92.80896081,29053.0,Cooper
35249,New Hampshire,US,0.0,0.0,0.0,0.0,44.69063265,-71.30633239,33007.0,Coos
35250,Oregon,US,0.0,0.0,0.0,0.0,43.17406868,-124.0594514,41011.0,Coos
35251,Alabama,US,3.0,0.0,0.0,0.0,32.93690146,-86.24847739,1037.0,Coosa
35252,Mississippi,US,8.0,0.0,0.0,0.0,31.86977774,-90.44565118,28029.0,Copiah
35253,South Dakota,US,0.0,0.0,0.0,0.0,45.70889983,-101.1970473,46031.0,Corson
35254,New York,US,10.0,0.0,0.0,0.0,42.59509207,-76.07048931,36023.0,Cortland
35255,Texas,US,1.0,0.0,0.0,0.0,31.39078397,-97.79936155,48099.0,Coryell
35256,Ohio,US,5.0,0.0,0.0,0.0,40.30096166,-81.91729018,39031.0,Coshocton
35257,Colorado,US,1.0,0.0,0.0,0.0,37.27732493,-105.4276548,8023.0,Costilla
35258,Texas,US,0.0,0.0,0.0,0.0,34.07783319,-100.2785062,48101.0,Cottle
35259,Oklahoma,US,1.0,0.0,0.0,0.0,34.28845626,-98.37053567,40033.0,Cotton
35260,Minnesota,US,1.0,0.0,0.0,0.0,44.00715262,-95.18138802,27033.0,Cottonwood
35261,Alabama,US,2.0,0.0,0.0,0.0,31.2477854,-86.45050893,1039.0,Covington
35262,Mississippi,US,1.0,0.0,0.0,0.0,31.63225413,-89.55389939,28031.0,Covington
35263,Virginia,US,0.0,0.0,0.0,0.0,37.7824656,-79.98631446,51580.0,Covington
35264,Georgia,US,28.0,2.0,0.0,0.0,33.35334302,-84.76129976,13077.0,Coweta
35265,Kansas,US,0.0,0.0,0.0,0.0,37.23781842,-96.83776647,20035.0,Cowley
35266,Washington,US,14.0,0.0,0.0,0.0,46.19074721,-122.6782231,53015.0,Cowlitz
35267,Oklahoma,US,1.0,0.0,0.0,0.0,36.76268118,-95.20916602,40035.0,Craig
35268,Virginia,US,0.0,0.0,0.0,0.0,37.48133648,-80.21072274,51045.0,Craig
35269,Arkansas,US,6.0,0.0,0.0,0.0,35.83018283,-90.63235729,5031.0,Craighead
35270,Texas,US,2.0,0.0,0.0,0.0,31.43052248,-102.5143314,48103.0,Crane
35271,North Carolina,US,5.0,0.0,0.0,0.0,35.11833364,-77.08398081,37049.0,Craven
35272,Arkansas,US,1.0,0.0,0.0,0.0,35.58928601,-94.2446814,5033.0,Crawford
35273,Georgia,US,0.0,0.0,0.0,0.0,32.71391813,-83.98061238,13079.0,Crawford
35274,Illinois,US,1.0,0.0,0.0,0.0,39.0032229,-87.75954624,17033.0,Crawford
35275,Indiana,US,1.0,0.0,0.0,0.0,38.28814402,-86.44518825,18025.0,Crawford
35276,Iowa,US,1.0,0.0,0.0,0.0,42.03718237,-95.3819718,19047.0,Crawford
35277,Kansas,US,5.0,0.0,0.0,0.0,37.50675523,-94.85245778,20037.0,Crawford
35278,Michigan,US,1.0,0.0,0.0,0.0,44.68255561,-84.61006219,26039.0,Crawford
35279,Missouri,US,1.0,0.0,0.0,0.0,37.97663738,-91.30528104,29055.0,Crawford
35280,Ohio,US,5.0,0.0,0.0,0.0,40.85065156,-82.91989099,39033.0,Crawford
35281,Pennsylvania,US,4.0,0.0,0.0,0.0,41.68447709,-80.10760592,42039.0,Crawford
35282,Wisconsin,US,0.0,0.0,0.0,0.0,43.23870316,-90.93073686,55023.0,Crawford
35283,Oklahoma,US,18.0,1.0,0.0,0.0,35.90230551,-96.37086028,40037.0,Creek
35284,Alabama,US,1.0,0.0,0.0,0.0,31.72941803,-86.31593104,1041.0,Crenshaw
35285,Georgia,US,6.0,0.0,0.0,0.0,31.92289565,-83.76811843,13081.0,Crisp
35286,Arkansas,US,17.0,0.0,0.0,0.0,35.21247318,-90.30839406,5035.0,Crittenden
35287,Kentucky,US,0.0,0.0,0.0,0.0,37.35839237,-88.08826090000002,21055.0,Crittenden
35288,Tennessee,US,0.0,0.0,0.0,0.0,35.81830662,-89.14916269,47033.0,Crockett
35289,Texas,US,0.0,0.0,0.0,0.0,30.72367027,-101.4134238,48105.0,Crockett
35290,Oregon,US,0.0,0.0,0.0,0.0,44.14230227,-120.356297,41013.0,Crook
35291,Wyoming,US,0.0,0.0,0.0,0.0,44.58855102,-104.5697705,56011.0,Crook
35292,Texas,US,0.0,0.0,0.0,0.0,33.61431553,-101.3000364,48107.0,Crosby
35293,Arkansas,US,1.0,0.0,0.0,0.0,35.29631396,-90.77185818,5037.0,Cross
35294,Minnesota,US,0.0,0.0,0.0,0.0,46.48096553,-94.06755609,27035.0,Crow Wing
35295,Colorado,US,1.0,1.0,0.0,0.0,38.32608609,-103.7844965,8025.0,Crowley
35296,Texas,US,0.0,0.0,0.0,0.0,31.44506775,-104.5185739,48109.0,Culberson
35297,Alabama,US,8.0,0.0,0.0,0.0,34.13020303,-86.86888037,1043.0,Cullman
35298,Virginia,US,3.0,0.0,0.0,0.0,38.48199985,-77.95630870000002,51047.0,Culpeper
35299,Illinois,US,1.0,0.0,0.0,0.0,39.27432424,-88.2401158,17035.0,Cumberland
35300,Kentucky,US,0.0,0.0,0.0,0.0,36.78926125,-85.39050034,21057.0,Cumberland
35301,Maine,US,154.0,3.0,0.0,0.0,43.8370751,-70.37226999,23005.0,Cumberland
35302,New Jersey,US,12.0,1.0,0.0,0.0,39.37199394,-75.10712559,34011.0,Cumberland
35303,North Carolina,US,15.0,0.0,0.0,0.0,35.04762133,-78.82623165,37051.0,Cumberland
35304,Pennsylvania,US,24.0,1.0,0.0,0.0,40.1625372,-77.26130755,42041.0,Cumberland
35305,Tennessee,US,9.0,0.0,0.0,0.0,35.95271721,-84.99840585,47035.0,Cumberland
35306,Virginia,US,0.0,0.0,0.0,0.0,37.51328851,-78.24398086,51049.0,Cumberland
35307,Nebraska,US,0.0,0.0,0.0,0.0,41.91637624,-96.78730772,31039.0,Cuming
35308,North Carolina,US,1.0,0.0,0.0,0.0,36.36123664,-75.95876401,37053.0,Currituck
35309,New Mexico,US,3.0,0.0,0.0,0.0,34.57421077,-103.3468876,35009.0,Curry
35310,Oregon,US,0.0,0.0,0.0,0.0,42.45911325,-124.157282,41015.0,Curry
35311,Colorado,US,0.0,0.0,0.0,0.0,38.10883162,-105.3683478,8027.0,Custer
35312,Idaho,US,1.0,0.0,0.0,0.0,44.24186819,-114.2855494,16037.0,Custer
35313,Montana,US,0.0,0.0,0.0,0.0,46.25319932,-105.57375259999998,30017.0,Custer
35314,Nebraska,US,0.0,0.0,0.0,0.0,41.39374521,-99.72805369,31041.0,Custer
35315,Oklahoma,US,4.0,0.0,0.0,0.0,35.63853802,-99.00170785,40039.0,Custer
35316,South Dakota,US,0.0,0.0,0.0,0.0,43.67741105,-103.4534521,46033.0,Custer
35317,Ohio,US,493.0,4.0,0.0,0.0,41.424119,-81.65918339,39035.0,Cuyahoga
35318,Georgia,US,0.0,0.0,0.0,0.0,34.854916700000004,-85.50490424,13083.0,Dade
35319,Missouri,US,0.0,0.0,0.0,0.0,37.431814,-93.8503345,29057.0,Dade
35320,Utah,US,0.0,0.0,0.0,0.0,40.88798265,-109.5121093,49009.0,Daggett
35321,Minnesota,US,46.0,0.0,0.0,0.0,44.67172617,-93.06299363,27037.0,Dakota
35322,Nebraska,US,0.0,0.0,0.0,0.0,42.39040144,-96.56656425,31043.0,Dakota
35323,Alabama,US,0.0,0.0,0.0,0.0,31.43037123,-85.61095742,1045.0,Dale
35324,Texas,US,0.0,0.0,0.0,0.0,36.27787176,-102.6020725,48111.0,Dallam
35325,Alabama,US,2.0,0.0,0.0,0.0,32.32688101,-87.10866709999998,1047.0,Dallas
35326,Arkansas,US,0.0,0.0,0.0,0.0,33.97042763,-92.65167437,5039.0,Dallas
35327,Iowa,US,21.0,0.0,0.0,0.0,41.68560356,-94.04127625,19049.0,Dallas
35328,Missouri,US,0.0,0.0,0.0,0.0,37.6811355,-93.02127031,29059.0,Dallas
35329,Texas,US,549.0,11.0,0.0,0.0,32.76670599,-96.7779605,48113.0,Dallas
35330,Wisconsin,US,192.0,2.0,0.0,0.0,43.06601594,-89.41733797,55025.0,Dane
35331,Montana,US,0.0,0.0,0.0,0.0,48.78420029,-105.54763429999998,30019.0,Daniels
35332,Virginia,US,4.0,0.0,0.0,0.0,36.58022376,-79.40395668,51590.0,Danville
35333,North Carolina,US,1.0,0.0,0.0,0.0,35.66520691,-75.71767334,37055.0,Dare
35334,Ohio,US,12.0,0.0,0.0,0.0,40.13412966,-84.6194517,39037.0,Darke
35335,South Carolina,US,11.0,0.0,0.0,0.0,34.33358335,-79.96027485,45031.0,Darlington
35336,Pennsylvania,US,36.0,0.0,0.0,0.0,40.41377078,-76.77993242,42043.0,Dauphin
35337,North Carolina,US,17.0,0.0,0.0,0.0,35.79115496,-80.21256572,37057.0,Davidson
35338,Tennessee,US,443.0,3.0,0.0,0.0,36.17007426,-86.78646056,47037.0,Davidson
35339,North Carolina,US,6.0,0.0,0.0,0.0,35.93099927,-80.54496571,37059.0,Davie
35340,Indiana,US,0.0,0.0,0.0,0.0,38.70186039,-87.07185406,18027.0,Daviess
35341,Kentucky,US,27.0,0.0,0.0,0.0,37.73028906,-87.09019479999998,21059.0,Daviess
35342,Missouri,US,0.0,0.0,0.0,0.0,39.96145298,-93.98519678,29061.0,Daviess
35343,Iowa,US,0.0,0.0,0.0,0.0,40.74773536,-92.41005468,19051.0,Davis
35344,Utah,US,77.0,1.0,0.0,0.0,40.99001837,-112.1139997,49011.0,Davis
35345,South Dakota,US,2.0,0.0,0.0,0.0,43.67490933,-98.14458906,46035.0,Davison
35346,Nebraska,US,0.0,0.0,0.0,0.0,42.71985036,-103.1313774,31045.0,Dawes
35347,Georgia,US,5.0,0.0,0.0,0.0,34.44244079,-84.16964071,13085.0,Dawson
